Age,Income,Clicks,Click Time,Conversion Rate,CTR,Click Hour,Click Day,Gender_Male,Gender_Other,Location_Suburban,Location_Urban,Ad Type_Native,Ad Type_Text,Ad Type_Video,Ad Topic_Finance,Ad Topic_Food,Ad Topic_Health,Ad Topic_Technology,Ad Topic_Travel,Ad Placement_Social Media,Ad Placement_Website
57,62817.58,4,2023-08-20 20:45:56.898459,0.1057,0.0547,20,6,False,False,False,False,True,False,False,False,True,False,False,False,False,True
57,30756.85,0,2023-09-11 20:45:56.898459,0.232,0.0508,20,0,True,False,False,True,False,False,False,False,False,False,False,True,True,False
37,43693.41,6,2023-11-03 20:45:56.898459,0.2854,0.0664,20,4,True,False,False,True,False,False,True,True,False,False,False,False,True,False
40,22501.59,4,2024-03-29 20:45:56.898459,0.2823,0.0538,20,4,False,False,True,False,False,False,False,False,False,False,False,True,True,False
21,63582.98,4,2023-07-21 20:45:56.898459,0.1279,0.0658,20,4,False,False,False,True,False,True,False,False,False,True,False,False,False,False
29,29809.49,7,2023-10-28 20:45:56.898459,0.1981,0.0401,20,5,False,True,True,False,True,False,False,True,False,False,False,False,False,False
37,22150.6,5,2023-09-07 20:45:56.898459,0.0864,0.0631,20,3,False,False,False,True,False,False,True,False,False,False,False,True,False,True
53,45947.1,5,2023-11-10 20:45:56.898459,0.0538,0.0303,20,4,True,False,False,False,False,False,True,False,False,True,False,False,False,True
53,51355.06,6,2023-10-20 20:45:56.898459,0.2863,0.058,20,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False
29,46982.03,6,2023-07-31 20:45:56.898459,0.0427,0.0224,20,0,False,False,False,True,False,True,False,False,True,False,False,False,False,True
30,60828.37,3,2024-01-28 20:45:56.898459,0.4255,0.0391,20,6,False,False,False,False,False,True,False,True,False,False,False,False,False,False
19,64288.68,6,2023-10-25 20:45:56.898459,0.1025,0.0398,20,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False
64,23174.34,3,2023-07-31 20:45:56.898459,0.071,0.0678,20,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False
27,38731.09,4,2023-09-29 20:45:56.898459,0.2015,0.0658,20,4,True,False,True,False,True,False,False,False,False,False,False,True,True,False
28,44166.67,6,2023-09-03 20:45:56.898459,0.2729,0.051,20,6,False,False,False,False,True,False,False,False,False,False,False,False,False,True
46,80284.95,2,2023-08-09 20:45:56.898459,0.1177,0.0342,20,2,True,False,False,False,False,True,False,False,False,True,False,False,True,False
31,39963.08,8,2023-08-13 20:45:56.898459,0.2173,0.0266,20,6,True,False,True,False,True,False,False,True,False,False,False,False,True,False
21,62354.16,5,2023-08-15 20:45:56.898459,0.2819,0.0516,20,1,True,False,False,True,False,True,False,False,False,False,False,True,False,True
40,50849.01,5,2023-06-14 20:45:56.898459,0.1592,0.0306,20,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False
27,55531.81,5,2023-05-12 20:45:56.898459,0.0983,0.0484,20,4,True,False,False,True,False,True,False,False,False,False,False,False,True,False
34,39949.18,1,2024-01-04 20:45:56.898459,0.2505,0.0315,20,3,True,False,False,True,True,False,False,True,False,False,False,False,False,False
41,61847.07,5,2023-12-16 20:45:56.898459,0.2261,0.0206,20,5,False,False,True,False,True,False,False,False,False,False,True,False,False,False
35,62957.24,3,2023-05-17 20:45:56.899351,0.2871,0.0664,20,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False
39,19111.23,8,2023-09-03 20:45:56.899351,0.1673,0.0506,20,6,False,False,True,False,False,False,False,False,False,False,False,False,True,False
25,24840.5,3,2024-04-09 20:45:56.899351,0.2716,0.0402,20,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29,75618.52,8,2023-07-27 20:45:56.899351,0.1348,0.0562,20,3,False,True,False,False,False,False,False,False,False,False,False,True,False,True
24,62707.68,6,2023-07-02 20:45:56.899351,0.1208,0.0495,20,6,False,False,False,True,False,False,True,False,False,False,False,False,True,False
29,58263.49,9,2023-04-27 20:45:56.899351,0.2912,0.0598,20,3,False,False,True,False,False,True,False,False,False,True,False,False,False,True
22,56317.49,6,2023-07-29 20:45:56.899351,0.1866,0.0598,20,5,False,False,False,True,False,True,False,False,True,False,False,False,False,True
37,40871.66,4,2023-06-09 20:45:56.899351,0.0723,0.0459,20,4,True,False,False,True,True,False,False,True,False,False,False,False,False,True
28,58183.05,1,2023-12-25 20:45:56.899351,0.0407,0.0187,20,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
41,75458.8,1,2023-09-09 20:45:56.899351,0.079,0.0303,20,5,True,False,False,True,False,False,True,False,True,False,False,False,True,False
21,33990.5,4,2023-07-13 20:45:56.899351,0.4223,0.04,20,3,True,False,False,False,True,False,False,False,False,False,True,False,True,False
35,41135.72,7,2023-04-23 20:45:56.899351,0.0189,0.0484,20,6,False,False,True,False,False,False,False,False,False,False,False,False,False,True
45,57373.69,1,2024-03-30 20:45:56.899351,0.1223,0.0077,20,5,False,False,False,True,False,False,True,False,False,False,True,False,False,False
36,65014.85,10,2023-11-02 20:45:56.899351,0.2394,0.0678,20,3,True,False,False,False,False,False,True,True,False,False,False,False,True,False
52,68853.82,3,2023-07-13 20:45:56.899351,0.0596,0.0254,20,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False
41,19089.89,1,2023-10-23 20:45:56.899351,0.1403,0.0197,20,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True
24,25319.53,6,2023-07-20 20:45:56.899351,0.1879,0.0253,20,3,False,False,False,False,False,True,False,True,False,False,False,False,True,False
21,31980.07,3,2024-02-20 20:45:56.899351,0.3858,0.0557,20,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False
26,24529.2,6,2023-06-28 20:45:56.899351,0.4765,0.0567,20,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False
30,48769.03,5,2023-10-28 20:45:56.899351,0.245,0.0835,20,5,False,False,False,True,False,False,True,False,False,False,False,False,True,False
35,87281.97,4,2023-11-23 20:45:56.899351,0.2179,0.053,20,3,False,True,True,False,False,False,True,False,True,False,False,False,False,True
48,54347.78,6,2024-03-07 20:45:56.899351,0.2648,0.0544,20,3,True,False,False,True,True,False,False,False,False,False,False,False,False,False
41,1250.54,2,2023-05-02 20:45:56.899351,0.1896,0.0268,20,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False
57,44979.21,0,2024-01-26 20:45:56.899351,0.1081,0.0165,20,4,True,False,False,True,True,False,False,False,False,False,False,True,True,False
63,35720.87,5,2023-12-31 20:45:56.899351,0.2205,0.026,20,6,True,False,False,False,False,True,False,False,False,False,False,False,True,False
52,67818.54,5,2023-06-17 20:45:56.899351,0.245,0.0278,20,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False
32,76733.48,3,2023-08-03 20:45:56.899351,0.0495,0.0794,20,3,False,False,True,False,False,False,False,False,False,True,False,False,False,True
18,48339.17,4,2023-08-06 20:45:56.899351,0.3176,0.037,20,6,True,False,True,False,True,False,False,False,False,False,False,True,True,False
50,100260.79,5,2023-04-27 20:45:56.899351,0.188,0.0674,20,3,True,False,False,True,True,False,False,False,False,False,False,False,False,False
28,51961.63,5,2023-11-11 20:45:56.899351,0.1723,0.0504,20,5,True,False,True,False,False,False,True,False,False,False,False,False,False,True
53,33027.18,4,2024-01-04 20:45:56.899351,0.3081,0.0236,20,3,True,False,True,False,True,False,False,True,False,False,False,False,False,False
38,59997.25,7,2023-12-09 20:45:56.899351,0.1605,0.0117,20,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False
49,41810.76,6,2023-08-06 20:45:56.899351,0.1124,0.0682,20,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False
40,60917.19,2,2023-11-25 20:45:56.899351,0.2183,0.0602,20,5,False,False,False,False,True,False,False,False,True,False,False,False,False,True
45,40275.68,5,2023-09-07 20:45:56.899351,0.0885,0.0535,20,3,True,False,True,False,False,True,False,True,False,False,False,False,False,True
35,9089.99,6,2023-08-21 20:45:56.899351,0.3752,0.0379,20,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
61,70786.39,2,2024-01-10 20:45:56.899351,0.0292,0.0705,20,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True
36,52336.99,6,2023-09-12 20:45:56.899351,0.1221,0.1,20,1,False,False,False,False,True,False,False,False,False,False,False,True,True,False
41,15668.23,6,2023-06-30 20:45:56.899351,0.1326,0.0359,20,4,True,False,False,True,False,True,False,True,False,False,False,False,False,False
63,27858.24,7,2023-06-30 20:45:56.899351,0.0656,0.084,20,4,True,False,False,True,False,False,True,True,False,False,False,False,True,False
49,61179.65,5,2024-01-07 20:45:56.899351,0.1648,0.0558,20,6,False,False,True,False,False,False,True,False,False,False,False,True,False,True
64,18081.34,5,2024-03-26 20:45:56.899351,0.3892,0.0208,20,1,True,False,False,True,False,False,True,False,False,False,True,False,False,False
28,80814.86,3,2024-03-02 20:45:56.899351,0.4125,0.0625,20,5,False,False,False,True,True,False,False,False,False,False,True,False,True,False
23,38205.39,5,2023-08-23 20:45:56.899351,0.2928,0.0659,20,2,True,False,True,False,True,False,False,False,False,True,False,False,False,True
63,13715.06,7,2023-09-06 20:45:56.899351,0.2759,0.0371,20,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False
57,53396.39,9,2024-02-12 20:45:56.899351,0.2716,0.034,20,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False
63,47409.79,4,2023-12-20 20:45:56.899351,0.053,0.025,20,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False
48,60555.09,6,2024-03-07 20:45:56.899351,0.2151,0.0507,20,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False
22,54892.26,7,2023-08-03 20:45:56.899351,0.1797,0.0652,20,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False
63,43529.85,3,2023-09-11 20:45:56.899351,0.0988,0.0793,20,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False
30,75123.72,6,2023-10-04 20:45:56.899351,0.0565,0.0523,20,2,False,False,False,True,False,False,True,True,False,False,False,False,False,True
47,65100.79,5,2023-10-11 20:45:56.899351,0.148,0.0608,20,2,False,False,False,True,False,False,True,False,True,False,False,False,True,False
49,53027.76,6,2024-04-04 20:45:56.899351,0.3582,0.0822,20,3,True,False,False,True,True,False,False,False,False,False,False,False,False,True
32,41570.32,8,2024-02-27 20:45:56.899351,0.1832,0.0748,20,1,False,True,False,True,True,False,False,False,False,False,True,False,True,False
44,66296.73,9,2023-07-07 20:45:56.899351,0.3795,0.0502,20,4,True,False,True,False,False,True,False,False,False,False,True,False,True,False
48,78603.46,7,2024-02-11 20:45:56.899351,0.1896,0.0525,20,6,True,False,False,True,False,True,False,False,False,False,True,False,False,False
40,52601.79,5,2023-06-27 20:45:56.899351,0.1757,0.0415,20,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True
18,59207.78,3,2023-11-02 20:45:56.899351,0.1558,0.062,20,3,True,False,False,True,False,False,False,True,False,False,False,False,False,True
39,32601.22,4,2023-09-02 20:45:56.899351,0.1829,0.0249,20,5,True,False,False,True,False,False,False,False,False,False,True,False,False,True
54,49525.38,6,2023-04-22 20:45:56.899351,0.2495,0.0456,20,5,True,False,False,True,False,False,False,False,False,False,True,False,False,False
24,27523.28,4,2023-11-18 20:45:56.899351,0.2826,0.0427,20,5,True,False,False,True,False,True,False,False,False,True,False,False,True,False
32,52754.67,5,2023-12-08 20:45:56.899351,0.1387,0.0481,20,4,False,True,True,False,False,True,False,False,False,True,False,False,True,False
28,54883.59,6,2024-03-20 20:45:56.899351,0.4485,0.0375,20,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True
62,15418.29,9,2023-11-24 20:45:56.899351,0.1383,0.0703,20,4,False,False,False,False,False,True,False,False,False,False,False,False,True,False
45,40055.2,3,2023-06-21 20:45:56.899351,0.4684,0.0523,20,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False
41,76007.96,8,2024-02-17 20:45:56.899351,0.2614,0.0426,20,5,False,False,True,False,False,True,False,True,False,False,False,False,False,False
23,38639.97,4,2024-02-09 20:45:56.899351,0.2637,0.0454,20,4,True,False,True,False,False,False,False,False,False,False,False,False,True,False
43,61891.35,7,2024-03-22 20:45:56.899351,0.2266,0.0506,20,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False
24,64885.02,9,2023-09-09 20:45:56.899351,0.1886,0.0569,20,5,True,False,False,True,False,True,False,False,False,True,False,False,True,False
35,44861.95,3,2023-06-08 20:45:56.899351,0.3215,0.0852,20,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False
25,30298.96,3,2024-03-10 20:45:56.899351,0.1246,0.0284,20,6,False,False,False,True,True,False,False,False,False,True,False,False,False,True
45,54726.72,7,2023-05-10 20:45:56.899351,0.2797,0.0346,20,2,True,False,False,True,True,False,False,False,False,True,False,False,False,False
43,56708.49,7,2023-07-02 20:45:56.899351,0.0061,0.0492,20,6,True,False,False,False,False,False,True,False,False,False,False,True,False,True
31,9662.59,4,2023-11-19 20:45:56.899351,0.0404,0.0447,20,6,True,False,False,True,False,False,True,False,False,False,True,False,True,False
40,63083.44,8,2024-01-13 20:45:56.899351,0.0314,0.0704,20,5,False,False,False,True,False,False,True,False,False,True,False,False,True,False
18,52019.09,7,2023-07-09 20:45:56.899351,0.2714,0.0913,20,6,True,False,False,True,True,False,False,False,False,True,False,False,False,False
41,82441.0,5,2023-05-20 20:45:56.899351,0.1362,0.0577,20,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False
37,72557.72,2,2023-10-21 20:45:56.899351,0.0633,0.0464,20,5,True,False,False,True,True,False,False,False,True,False,False,False,False,False
44,81286.8,2,2023-09-17 20:45:56.899351,0.2082,0.0594,20,6,True,False,False,True,False,True,False,False,True,False,False,False,True,False
70,84652.97,5,2023-08-23 20:45:56.899351,0.3645,0.0625,20,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False
49,51944.78,7,2024-04-04 20:45:56.899351,0.1069,0.051,20,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False
21,48634.92,8,2023-08-19 20:45:56.899351,0.1038,0.043,20,5,False,True,False,True,False,True,False,False,True,False,False,False,True,False
51,60914.57,5,2024-03-04 20:45:56.899351,0.0683,0.0556,20,0,True,False,True,False,False,False,True,False,False,False,True,False,False,True
28,85270.6,4,2023-07-23 20:45:56.899351,0.3224,0.0709,20,6,False,False,False,False,False,False,True,False,True,False,False,False,True,False
33,18969.96,3,2023-08-17 20:45:56.899351,0.0858,0.0424,20,3,False,False,False,True,True,False,False,False,True,False,False,False,False,False
60,25592.38,6,2023-11-13 20:45:56.899351,0.1135,0.003,20,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
23,46397.3,3,2023-12-27 20:45:56.899351,0.5816,0.0513,20,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True
33,53430.69,2,2023-10-18 20:45:56.899351,0.0192,0.0461,20,2,False,False,False,False,False,True,False,False,False,False,True,False,False,False
25,62058.98,6,2023-11-30 20:45:56.899351,0.3087,0.0506,20,3,False,False,False,True,True,False,False,False,False,False,False,True,True,False
51,51146.08,5,2023-08-05 20:45:56.899351,0.2215,0.0249,20,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False
18,97146.85,5,2024-01-31 20:45:56.899351,0.0673,0.0431,20,2,True,False,False,False,False,False,False,False,True,False,False,False,True,False
28,40966.93,6,2023-12-13 20:45:56.899351,0.2644,0.0386,20,2,True,False,False,False,False,True,False,False,False,False,False,True,False,True
27,45165.85,9,2023-08-09 20:45:56.899351,0.2373,0.0536,20,2,True,False,False,False,False,False,False,False,False,False,False,True,False,True
63,59326.49,7,2023-12-19 20:45:56.899351,0.1706,0.0524,20,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False
49,37347.22,2,2023-11-21 20:45:56.899351,0.0215,0.0196,20,1,True,False,False,True,False,False,False,False,False,False,False,True,False,True
36,52417.55,4,2023-11-14 20:45:56.899351,0.1839,0.0875,20,1,False,False,False,False,False,True,False,False,False,False,True,False,False,True
47,76878.53,2,2023-05-05 20:45:56.899351,0.1634,0.0584,20,4,False,False,False,True,False,False,False,False,False,False,False,True,False,False
19,75503.0,0,2024-04-13 20:45:56.899351,0.1322,0.0603,20,5,False,False,True,False,False,False,False,False,False,True,False,False,True,False
52,38487.22,4,2023-08-18 20:45:56.899351,0.0248,0.0608,20,4,False,False,False,False,True,False,False,True,False,False,False,False,False,True
39,78126.88,6,2023-07-05 20:45:56.899351,0.1779,0.0315,20,2,False,False,False,False,False,True,False,False,False,False,True,False,True,False
48,20243.96,11,2023-05-02 20:45:56.899351,0.2485,0.0607,20,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False
39,39923.75,5,2023-09-27 20:45:56.899351,0.0663,0.0675,20,2,False,True,False,True,True,False,False,False,False,True,False,False,False,True
47,69680.47,3,2023-12-21 20:45:56.899351,0.1445,0.0456,20,3,False,False,False,False,False,False,True,True,False,False,False,False,False,False
25,28311.37,9,2024-03-20 20:45:56.899351,0.4679,0.0,20,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True
19,44431.65,4,2023-05-29 20:45:56.899351,0.1548,0.0671,20,0,True,False,True,False,False,False,True,False,False,False,False,True,False,False
45,58831.02,5,2023-05-03 20:45:56.899351,0.1234,0.0495,20,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False
22,47674.3,3,2024-03-02 20:45:56.899351,0.2847,0.0351,20,5,False,False,False,True,False,False,True,True,False,False,False,False,False,True
24,53515.64,7,2023-11-25 20:45:56.899351,0.1486,0.0259,20,5,False,True,False,True,True,False,False,False,True,False,False,False,True,False
28,64822.85,5,2023-08-09 20:45:56.899351,0.2065,0.0229,20,2,True,False,True,False,False,False,True,False,False,False,False,False,False,False
35,42662.36,8,2024-02-21 20:45:56.899351,0.1459,0.0156,20,2,False,False,True,False,False,False,True,False,False,False,False,True,False,False
29,35588.51,3,2023-07-24 20:45:56.899351,0.3702,0.0059,20,0,True,False,False,True,True,False,False,True,False,False,False,False,False,False
25,54124.51,1,2023-12-03 20:45:56.899351,0.1491,0.0614,20,6,True,False,True,False,True,False,False,False,False,False,False,False,True,False
44,81805.55,5,2023-06-09 20:45:56.899351,0.3002,0.0491,20,4,True,False,True,False,False,False,True,True,False,False,False,False,False,True
18,36219.06,6,2023-08-27 20:45:56.899351,0.2544,0.0381,20,6,False,False,True,False,True,False,False,False,True,False,False,False,False,False
35,10019.72,4,2023-05-06 20:45:56.899351,0.3539,0.0729,20,5,False,False,False,True,False,False,False,True,False,False,False,False,False,False
23,41475.55,4,2024-01-14 20:45:56.899351,0.1573,0.0666,20,6,False,True,True,False,False,True,False,True,False,False,False,False,True,False
58,26523.66,5,2023-06-30 20:45:56.899351,0.2946,0.0706,20,4,False,False,True,False,False,True,False,False,False,False,True,False,False,True
39,58363.24,9,2023-10-05 20:45:56.899351,0.2353,0.0385,20,3,False,False,True,False,False,True,False,True,False,False,False,False,True,False
34,3737.92,5,2024-01-20 20:45:56.899351,0.1906,0.0447,20,5,False,False,False,False,True,False,False,False,False,False,True,False,False,True
42,43997.24,5,2024-03-15 20:45:56.899351,0.2315,0.0436,20,4,False,False,False,True,False,False,True,False,False,False,True,False,False,True
32,84195.66,6,2023-05-09 20:45:56.899351,0.1386,0.0602,20,1,False,False,False,True,True,False,False,False,False,False,True,False,False,True
46,26808.65,3,2023-11-04 20:45:56.899351,0.1175,0.0473,20,5,True,False,False,True,False,False,True,False,False,False,False,True,False,False
47,7413.33,5,2023-09-10 20:45:56.899351,0.2326,0.0441,20,6,False,True,False,True,False,False,False,False,False,False,False,True,False,True
67,43385.61,5,2023-08-25 20:45:56.899351,0.0557,0.0529,20,4,True,False,False,False,True,False,False,True,False,False,False,False,False,True
55,75204.79,7,2023-08-22 20:45:56.899351,0.1795,0.0406,20,1,False,False,False,True,False,True,False,False,False,True,False,False,True,False
29,35780.37,8,2023-04-25 20:45:56.899351,0.3677,0.0724,20,1,True,False,False,True,False,True,False,False,False,False,True,False,True,False
31,85215.63,1,2024-02-24 20:45:56.899351,0.266,0.0223,20,5,False,True,True,False,False,False,True,False,True,False,False,False,True,False
51,36943.76,4,2023-09-15 20:45:56.899351,0.0912,0.012,20,4,False,True,False,True,False,False,True,False,False,False,False,False,False,True
44,82934.94,4,2024-03-02 20:45:56.899351,0.1029,0.0566,20,5,False,True,False,False,False,False,False,False,False,False,False,False,False,True
44,31034.83,5,2023-11-21 20:45:56.899351,0.1128,0.0364,20,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False
34,36918.86,4,2023-06-19 20:45:56.899351,0.1298,0.035,20,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
23,43768.36,6,2023-09-15 20:45:56.899351,0.1343,0.0504,20,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False
39,17717.62,2,2023-05-30 20:45:56.899351,0.0083,0.0349,20,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False
33,28537.82,8,2023-10-10 20:45:56.899351,0.2914,0.0789,20,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False
48,50853.47,5,2023-07-20 20:45:56.899351,0.1429,0.0438,20,3,True,False,False,True,True,False,False,False,False,False,False,False,False,False
39,28002.1,4,2024-04-06 20:45:56.899351,0.0751,0.0463,20,5,False,False,True,False,False,False,False,True,False,False,False,False,False,True
46,70979.44,6,2024-04-07 20:45:56.899351,0.0948,0.0207,20,6,False,False,False,False,False,False,False,False,False,False,False,True,True,False
28,78160.75,4,2023-10-12 20:45:56.899351,0.3185,0.0446,20,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False
20,42257.74,6,2024-02-15 20:45:56.899351,0.1056,0.0354,20,3,True,False,True,False,False,False,True,False,False,True,False,False,False,True
28,55705.25,5,2023-09-05 20:45:56.899351,0.4735,0.0213,20,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True
34,77081.2,2,2023-07-09 20:45:56.899351,0.2868,0.0241,20,6,True,False,False,False,False,True,False,False,True,False,False,False,False,True
40,60000.62,5,2024-01-14 20:45:56.899351,0.2184,0.0854,20,6,False,True,True,False,True,False,False,False,True,False,False,False,True,False
68,49612.53,4,2023-08-18 20:45:56.899351,0.2966,0.0615,20,4,True,False,False,True,False,False,True,False,False,False,False,False,False,False
34,73259.01,5,2023-07-30 20:45:56.899351,0.0677,0.031,20,6,False,False,True,False,False,False,True,False,False,False,False,True,True,False
20,85414.13,1,2023-05-05 20:45:56.899351,0.1453,0.0677,20,4,False,False,False,True,False,False,False,False,False,False,False,True,False,True
29,34452.6,8,2024-01-16 20:45:56.899351,0.1749,0.0726,20,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True
28,66322.31,6,2023-11-08 20:45:56.899351,0.2929,0.0611,20,2,True,False,False,True,True,False,False,False,False,True,False,False,False,False
42,37851.4,5,2023-06-01 20:45:56.899351,0.1909,0.0497,20,3,True,False,False,True,False,False,True,False,True,False,False,False,False,False
35,35363.82,6,2023-07-31 20:45:56.899351,0.1012,0.0832,20,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
37,69293.36,5,2023-12-09 20:45:56.899351,0.1911,0.0879,20,5,True,False,True,False,False,True,False,False,True,False,False,False,False,True
38,59824.7,9,2023-04-24 20:45:56.899351,0.1913,0.0269,20,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
26,60010.55,8,2023-12-02 20:45:56.899351,0.0606,0.0606,20,5,True,False,False,True,False,True,False,False,False,False,True,False,False,False
31,46226.38,6,2023-07-07 20:45:56.899351,0.3089,0.051,20,4,True,False,True,False,False,True,False,False,True,False,False,False,False,False
27,37768.33,3,2024-04-11 20:45:56.899351,0.0229,0.0147,20,3,True,False,True,False,False,False,True,True,False,False,False,False,False,True
26,21958.91,7,2023-11-16 20:45:56.899351,0.229,0.0843,20,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False
41,44950.7,6,2023-05-23 20:45:56.899351,0.2252,0.0657,20,1,True,False,False,True,True,False,False,False,False,False,False,False,True,False
